법정동,거래금액_2020,거래금액_2021,거래금액_2022,거래금액_2023,거래금액_2024,거래금액_2025,지역
당산동3가,96863.63636363637,,,,100925.0,92812.5,서울
당산동4가,119750.0,113500.0,119000.0,102300.0,111772.72727272728,119406.25,서울
당산동5가,131306.5909090909,166500.0,28500.0,158250.0,142826.66666666666,152329.16666666666,서울
당산동6가,,17000.0,,,,,서울
대림동,74203.21428571429,35012.5,59822.857142857145,69425.0,70145.0,77775.0,서울
대방동,92206.66666666667,80425.0,59766.666666666664,90620.0,79055.55555555556,107273.33333333333,서울
대조동,26830.76923076923,39310.0,33200.0,14900.0,22080.0,36600.0,서울
대치동,243847.31578947368,327666.6666666667,201208.33333333334,247533.33333333334,369072.0,329574.4680851064,서울
대현동,67260.0,22900.0,24700.0,86500.0,82600.0,86672.72727272728,서울
대흥동,139166.66666666666,140125.0,,116816.66666666667,84750.0,149158.82352941178,서울
도곡동,214868.57142857142,247250.0,199875.0,213023.07692307694,301318.91891891893,262303.8461538461,서울
도림동,102366.66666666667,,,141750.0,,115950.0,서울
도봉동,48707.692307692305,56300.0,44000.0,54514.28571428572,52492.307692307695,49920.0,서울
도선동,97500.0,,,,96000.0,,서울
도원동,122060.0,70000.0,,103250.0,130166.66666666667,133700.0,서울
도화동,107493.93939393939,119900.0,119500.0,,104800.0,131154.54545454544,서울
독산동,37540.425531914894,59285.71428571428,64768.75,50814.28571428572,83018.18181818182,72968.42105263157,서울
돈암동,80490.21739130435,76290.0,55700.0,71225.43478260869,73373.91304347826,72947.91666666667,서울
동빙고동,,,,200000.0,180000.0,,서울
동선동1가,,,,,,70000.0,서울
동선동5가,,,,32500.0,,,서울
동소문동4가,58500.0,,,,53000.0,78000.0,서울
동소문동5가,,21500.0,,64000.0,22500.0,21000.0,서울
동소문동6가,,,,21000.0,,20000.0,서울
동소문동7가,,,,,72000.0,80250.0,서울
동자동,110000.0,,,,44000.0,,서울
동작동,129540.0,150000.0,,115000.0,111766.66666666667,162000.0,서울
둔촌동,93865.90909090909,60000.0,,98540.0,104083.33333333333,108499.45454545454,서울
등촌동,79295.0,82220.0,63500.0,66494.11764705883,70645.45454545454,75146.15384615384,서울
마곡동,97698.07692307692,130200.0,110328.57142857143,101611.11111111111,116818.18181818182,123000.0,서울
마장동,92602.38095238095,125000.0,,87571.42857142857,100866.66666666667,103600.0,서울
마천동,74658.33333333333,52316.666666666664,,82000.0,92500.0,107000.0,서울
마포동,90333.33333333333,,,52000.0,,93500.0,서울
만리동1가,82000.0,,,,,143000.0,서울
만리동2가,151000.0,183000.0,145000.0,143100.0,175000.0,166000.0,서울
망우동,41720.0,50900.0,31000.0,62666.666666666664,52200.0,61014.28571428572,서울
망원동,72441.66666666667,70400.0,34800.0,69260.0,130500.0,98125.0,서울
면목동,58877.77777777778,63470.0,47725.0,60546.666666666664,59957.142857142855,84304.34782608696,서울
명륜1가,84000.0,,,,,,서울
명륜2가,98200.0,112500.0,,,122500.0,65000.0,서울
명일동,114918.54166666667,148450.0,98833.33333333333,113436.36363636363,132017.5,125813.95348837209,서울
목동,134851.19047619047,144833.33333333334,86277.77777777778,141256.66666666666,158279.5918367347,146650.0,서울
무악동,120818.0,138000.0,75000.0,139000.0,123500.0,132844.61538461538,서울
묵동,69147.22222222222,87857.14285714286,58000.0,50508.333333333336,63665.38461538462,72776.92307692308,서울
묵정동,42900.0,,,,50200.0,,서울
문래동2가,,,,85000.0,86000.0,,서울
문래동3가,119275.0,147500.0,,,125342.85714285714,96771.42857142857,서울
문래동4가,71900.0,100500.0,,94000.0,79800.0,94000.0,서울
문래동5가,82671.42857142857,,,,73040.0,96450.0,서울
문래동6가,71114.28571428571,79550.0,,65000.0,73125.0,64500.0,서울
문배동,122668.42105263157,59360.0,134000.0,103600.0,157000.0,126500.0,서울
문정동,161501.69491525425,120000.0,136666.66666666666,159288.23529411765,137642.85714285713,162476.4705882353,서울
미아동,77066.11570247934,47700.0,59277.77777777778,61416.666666666664,70720.68965517242,68737.75510204081,서울
반포동,281513.19587628864,391846.1538461539,384500.0,367576.92307692306,467935.13513513515,433842.5925925926,서울
방배동,180385.29411764705,164384.0,145120.0,180093.33333333334,204268.75,203671.5909090909,서울
방이동,176392.3076923077,117400.0,171500.0,185714.2857142857,216989.58333333334,208368.75,서울
방학동,48189.375,56030.769230769234,60000.0,53487.5,49125.0,44222.22222222222,서울
방화동,57395.27027027027,48590.90909090909,36400.0,52741.666666666664,54867.77777777778,52506.06060606061,서울
번동,55491.379310344826,67500.0,,50925.0,47872.22222222222,42128.125,서울
보광동,181333.33333333334,,100000.0,,280000.0,234166.66666666666,서울
보문동1가,,,,,141000.0,107000.0,서울
보문동2가,50000.0,,,,,,서울
보문동3가,101850.0,,,73000.0,,86000.0,서울
보문동6가,92466.66666666667,,,85250.0,,89361.11111111111,서울
본동,113587.5,122750.0,120500.0,108775.0,114625.0,114363.63636363637,서울
봉천동,81756.35036496351,73150.0,70958.33333333333,57241.666666666664,79668.8679245283,86429.22077922078,서울
부암동,46500.0,,,,,,서울
북가좌동,117737.5,53250.0,97000.0,93333.33333333333,73312.5,114807.14285714286,서울
북아현동,139840.9090909091,141538.88888888888,100000.0,103266.66666666667,54775.5974025974,127227.77777777778,서울
불광동,77750.0,59912.5,49666.666666666664,68500.0,51100.0,73285.18518518518,서울
사근동,50000.0,,,16400.0,16950.0,45116.666666666664,서울
사당동,103641.66666666667,123250.0,65400.0,112678.57142857143,101243.75,109498.57142857143,서울
사직동,142500.0,,,179000.0,,209500.0,서울
산천동,110554.54545454546,106000.0,90000.0,103333.33333333333,103500.0,104700.0,서울
삼선동2가,87233.33333333333,,,74500.0,77166.66666666667,78085.71428571429,서울
삼선동3가,105600.0,,,,,102250.0,서울
삼선동4가,,65000.0,,86000.0,,85000.0,서울
삼성동,166141.875,274850.0,222666.66666666666,264572.7272727273,195542.85714285713,305333.3333333333,서울
삼전동,44700.0,,51000.0,,,57500.0,서울
상계동,55205.218658892125,73900.0,47794.444444444445,52582.45614035088,53957.57575757576,54965.486725663715,서울
상도1동,,40000.0,,,,,서울
상도동,115048.71794871795,111995.83333333333,89833.33333333333,103910.0,103156.52173913043,123765.0,서울
상봉동,63295.454545454544,51716.666666666664,34112.5,37866.666666666664,67944.73684210527,57461.11111111111,서울
상수동,164750.0,165500.0,140000.0,,210000.0,199600.0,서울
상암동,106548.0,151571.42857142858,89500.0,109700.0,101733.33333333333,112000.0,서울
상왕십리동,141750.0,134000.0,,,24000.0,173000.0,서울
상월곡동,76566.66666666667,70600.0,69000.0,62000.0,65050.0,60500.0,서울
상일동,121051.51515151515,137125.0,104630.0,120980.0,133109.0909090909,135686.88524590165,서울
서교동,82193.33333333333,117500.0,85000.0,113900.0,44000.0,56566.666666666664,서울
서빙고동,269500.0,,,141500.0,,362500.0,서울
서초동,166136.84210526315,123558.62068965517,203093.75,201828.0,227378.0487804878,276098.3606557377,서울
석관동,80965.21739130435,72000.0,72000.0,70072.72727272728,85500.0,84972.72727272728,서울
석촌동,97100.0,28800.0,,80500.0,71850.0,79566.66666666667,서울
성내동,79836.76470588235,114845.45454545454,145500.0,90475.0,75125.0,79038.23529411765,서울
성북동,18100.0,,,,,,서울
성북동1가,120000.0,16000.0,,,,182500.0,서울
성산동,92733.33333333333,87400.0,83250.0,84366.66666666667,93800.0,95139.28571428571,서울
성수동1가,183309.0909090909,264666.6666666667,110000.0,191600.0,217045.45454545456,346875.0,서울
성수동2가,156000.0,126000.0,,275000.0,175700.0,204580.0,서울
세곡동,136750.0,158000.0,,134000.0,134500.0,154500.0,서울
송정동,94666.66666666667,,,105833.33333333333,62150.0,102750.0,서울
송파동,145466.66666666666,155166.66666666666,,127500.0,158685.7142857143,148736.84210526315,서울
수색동,80463.63636363637,89250.0,65800.0,78481.66666666667,96333.33333333333,93906.25,서울
수서동,138079.3103448276,146857.14285714287,95000.0,126785.71428571429,152500.0,136153.84615384616,서울
수유동,44821.42857142857,34833.333333333336,22187.671232876713,39788.88888888889,25175.0,41773.333333333336,서울
순화동,87500.0,80000.0,110000.0,100000.0,176400.0,,서울
숭인동,66916.66666666667,11350.0,43000.0,27350.0,85500.0,39300.0,서울
시흥동,56292.24137931035,65858.33333333333,32250.0,57335.71428571428,53092.0,56538.46153846154,서울
신계동,177200.0,,,,155650.0,209750.0,서울
신공덕동,117263.15789473684,100300.0,130000.0,120000.0,132437.5,126100.0,서울
신길동,98609.43396226416,90066.66666666667,42193.75,103429.41176470589,105165.11111111111,110825.37313432836,서울
신내동,57373.94366197183,62325.0,40200.0,53111.11111111111,57148.4375,47748.275862068964,서울
신당동,107081.25,92850.0,91500.0,95826.92307692308,112268.29268292683,117960.90909090909,서울
신대방동,105710.0,129000.0,98250.0,96800.0,101657.29166666667,100989.28571428571,서울
신도림동,102613.11475409837,113100.0,81750.0,104845.45454545454,111833.33333333333,97320.0,서울
신림동,57876.78571428572,58239.28571428572,14450.0,50989.09090909091,64495.357142857145,57798.717948717946,서울
신문로2가,230000.0,,,280000.0,,,서울
신사동,100057.8947368421,74880.0,75300.0,71550.0,58870.083333333336,60007.142857142855,서울
신설동,49000.0,,,,75400.0,77000.0,서울
신수동,101318.18181818182,161375.0,,161666.66666666666,125235.71428571429,137500.0,서울
신영동,30000.0,,,,,,서울
신원동,142941.66666666666,,,,120000.0,154500.0,서울
신월동,56794.8275862069,64400.0,51971.42857142857,71030.76923076923,61868.96551724138,68185.36585365854,서울
신정동,112143.11258278145,132273.68421052632,117964.28571428571,124940.0,122747.54098360655,123459.40594059406,서울
신천동,202363.51351351352,93950.0,162150.0,194208.33333333334,236240.74074074073,217953.1914893617,서울
쌍문동,43316.21621621621,54325.0,35500.0,41631.818181818184,43923.80952380953,44195.833333333336,서울
아현동,155857.14285714287,180000.0,121166.66666666667,133670.0,145070.58823529413,178357.44680851063,서울
안암동1가,85500.0,123000.0,,,90000.0,72500.0,서울
안암동3가,21000.0,,,,41166.666666666664,,서울
안암동4가,29000.0,,,,,,서울
암사동,123340.24390243902,123522.22222222222,82214.28571428571,102984.375,117654.34782608696,119365.17857142857,서울
압구정동,307652.8735632184,425400.0,426666.6666666667,479000.0,538071.4285714285,591411.7647058824,서울
양재동,78428.57142857143,100666.66666666667,,79000.0,94266.66666666667,102800.0,서울
양평동1가,78600.0,,30000.0,79000.0,75750.0,84333.33333333333,서울
양평동2가,75850.0,,,,71666.66666666667,66525.0,서울
양평동3가,85794.73684210527,93900.0,64500.0,87500.0,95000.0,94541.66666666667,서울
양평동4가,66325.0,,65000.0,,,80100.0,서울
양평동5가,94512.5,95000.0,69475.0,83000.0,84960.0,91685.71428571429,서울
양평동6가,74100.0,95000.0,,,61866.666666666664,73433.33333333333,서울
여의도동,196892.5,316000.0,190333.33333333334,224318.18181818182,331773.3333333333,340895.8333333333,서울
역삼동,141553.0612244898,171618.18181818182,94666.66666666667,153733.33333333334,196264.70588235295,259265.45454545456,서울
역촌동,52013.63636363636,45166.666666666664,36625.0,,58362.5,50770.0,서울
연건동,19000.0,,19850.0,,,,서울
연남동,89333.33333333333,52000.0,60000.0,105000.0,,78000.0,서울
연희동,72128.57142857143,51150.0,67650.0,59060.0,88244.44444444444,71416.66666666667,서울
염리동,112345.45454545454,130285.71428571429,103000.0,127500.0,178846.15384615384,172818.18181818182,서울
염창동,83813.49206349206,96662.5,82500.0,77523.5294117647,85284.21052631579,79345.45454545454,서울
영등포동,90152.0,106383.33333333333,,93042.85714285714,101325.0,104475.0,서울
영등포동1가,22840.0,12516.666666666666,12815.0,19000.0,,35500.0,서울
영등포동2가,26200.0,15000.0,16000.0,13900.0,31500.0,,서울
영등포동3가,,11500.0,,10500.0,,,서울
영등포동4가,12000.0,13666.666666666666,,,,,서울
영등포동5가,,,,,54000.0,,서울
영등포동7가,105800.0,,93000.0,137550.0,96940.0,124431.81818181818,서울
영등포동8가,91180.0,,13500.0,102500.0,94000.0,110936.36363636363,서울
영천동,100700.0,75000.0,,81000.0,,105000.0,서울
예장동,,89500.0,,,,,서울
오금동,120926.38888888889,133966.66666666666,167041.0,120555.55555555556,114473.33333333333,130022.22222222222,서울
오류동,50733.333333333336,39320.0,29240.0,45971.42857142857,52644.444444444445,48736.666666666664,서울
오장동,,15000.0,,,,30000.0,서울
옥수동,143390.7380952381,163833.33333333334,130875.0,152907.6923076923,174700.0,179003.77358490566,서울
온수동,71385.71428571429,,,78000.0,,80500.0,서울
용강동,164700.0,130000.0,,139500.0,190533.33333333334,169900.0,서울
용답동,81000.0,,,,,,서울
용두동,77775.26315789473,37680.0,82150.0,73637.5,93705.88235294117,99764.70588235294,서울
용문동,142000.0,145000.0,,,,,서울
용산동2가,94000.0,,,,,,서울
용산동5가,248712.5,320000.0,,310000.0,,,서울
우면동,98210.31746031746,165250.0,,111500.0,143544.44444444444,125400.0,서울
우이동,52000.0,45500.0,,,41500.0,58400.0,서울
원효로1가,150400.0,,,,195360.0,92000.0,서울
원효로2가,28000.0,,,,,,서울
원효로4가,119166.66666666667,,130000.0,,205000.0,181000.0,서울
월계동,66515.08196721312,71237.5,60650.0,66466.66666666667,64427.083333333336,64973.01587301587,서울
율현동,127500.0,,,,,,서울
을지로5가,74500.0,,,,,78500.0,서울
응봉동,112761.11111111111,,64700.0,103450.0,105571.42857142857,116029.16666666667,서울
응암동,72461.29032258065,88800.0,72222.22222222222,67306.25,70968.75,88642.5,서울
이문동,76130.0,90333.33333333333,64500.0,62287.5,70933.33333333333,75945.65217391304,서울
이촌동,183647.09433962265,317000.0,212500.0,234637.5,250993.95238095237,225057.17647058822,서울
이태원동,191181.81818181818,400000.0,,,,176250.0,서울
익선동,,,,,43500.0,70000.0,서울
인현동2가,42000.0,,,34500.0,,64250.0,서울
일원동,201520.58823529413,202500.0,189333.33333333334,199000.0,264937.5,235000.0,서울
입정동,,,,,99000.0,,서울
자곡동,131335.1851851852,195500.0,175000.0,112500.0,147311.11111111112,148614.2857142857,서울
자양동,121076.4705882353,147375.0,141943.4,146782.35294117648,134679.04761904763,138013.33333333334,서울
잠실동,218506.75675675675,246583.33333333334,201993.33333333334,198057.57575757575,254891.66666666666,253851.66666666666,서울
잠원동,212189.010989011,270187.5,191500.0,236033.33333333334,325290.625,326120.0,서울
장안동,65020.0,70292.85714285714,88666.66666666667,68306.25,66300.0,75822.05882352941,서울
장위동,66840.0,25215.0,74225.0,69744.44444444444,110500.0,94657.14285714286,서울
장지동,135787.75510204083,127940.0,101916.66666666667,113000.0,122853.33333333333,127195.83333333333,서울
전농동,113847.36842105263,132340.0,106666.66666666667,85000.0,84752.94117647059,99780.64516129032,서울
정동,60000.0,,,40716.666666666664,33000.0,27000.0,서울
정릉동,68890.13157894737,67291.66666666667,32582.352941176472,55121.42857142857,55950.0,59510.71428571428,서울
제기동,77981.81818181818,17000.0,,63616.666666666664,69075.0,77842.30769230769,서울
종암동,82544.11764705883,89755.55555555556,66450.0,84916.66666666667,76742.30769230769,77627.27272727272,서울
중계동,69884.26966292135,79800.0,81575.0,71515.38461538461,64783.333333333336,69756.48148148147,서울
중곡동,53460.0,,50000.0,,43900.0,40400.0,서울
중동,92828.57142857143,93333.33333333333,81500.0,69000.0,71500.0,86283.33333333333,서울
중림동,129875.0,,,,102000.0,124000.0,서울
중화동,63094.117647058825,68875.0,,62970.0,48000.0,63083.333333333336,서울
증산동,69350.0,,11650.0,57900.0,102360.0,63400.0,서울
진관동,92979.09090909091,94083.33333333333,94000.0,79381.25,93225.0,78553.125,서울
창동,63226.4406779661,79573.07692307692,48223.07692307692,57919.444444444445,59147.4358974359,58577.77777777778,서울
창신동,77170.0,78500.0,,69500.0,65500.0,53250.0,서울
창전동,111573.33333333333,109375.0,,113533.33333333333,121187.5,136680.0,서울
창천동,40300.0,,,,27351.636363636364,59800.0,서울
천연동,78000.0,,,74666.66666666667,79311.11111111111,81662.5,서울
천왕동,74370.0,90000.0,,,,72000.0,서울
천호동,77634.54545454546,81190.0,95000.0,79450.0,89823.07692307692,84457.14285714286,서울
청담동,282992.85714285716,258500.0,105000.0,286600.0,373828.5714285714,286435.71428571426,서울
청량리동,102737.5,153000.0,,70000.0,102100.0,104675.0,서울
청암동,,,,,,248000.0,서울
청운동,125000.0,,,,,,서울
청파동3가,49000.0,,,,,,서울
충무로4가,47600.0,162000.0,56000.0,,,,서울
충무로5가,32400.0,45500.0,,24500.0,,44400.0,서울
충정로3가,,,,,107350.0,47000.0,서울
토정동,100000.0,,,,,121000.0,서울
통인동,,,,,22000.0,,서울
평동,174250.0,209000.0,,148000.0,,198812.5,서울
평창동,87787.5,135000.0,,116000.0,172500.0,,서울
풍납동,97406.45161290323,118357.14285714286,81083.33333333333,101083.33333333333,119622.22222222222,124250.0,서울
필동1가,20000.0,,,,,,서울
필운동,,,,90000.0,,,서울
하계동,62629.51807228916,80933.33333333333,51250.0,50144.444444444445,58105.357142857145,58160.606060606064,서울
하왕십리동,120470.27027027027,120800.0,119625.0,112268.75,125719.04761904762,126841.17647058824,서울
하월곡동,69242.1875,102300.0,62437.5,77078.66666666667,65068.23529411765,74656.25,서울
하중동,203000.0,,,,277500.0,300000.0,서울
한강로1가,173000.0,69950.0,156000.0,172000.0,,,서울
한강로2가,203100.0,,350000.0,36500.0,215000.0,,서울
한강로3가,212000.0,300000.0,,,320000.0,379333.3333333333,서울
한남동,242470.58823529413,417071.4285714286,169000.0,233000.0,138250.0,408125.0,서울
합동,106000.0,68000.0,,,,130000.0,서울
합정동,141750.0,215000.0,180000.0,265000.0,82500.0,,서울
항동,81500.0,75500.0,81000.0,62366.666666666664,75220.0,68866.66666666667,서울
행당동,125980.0,148833.33333333334,97722.22222222222,116307.69230769231,125408.69565217392,126789.23076923077,서울
현석동,146687.5,190000.0,166000.0,140000.0,147666.66666666666,145633.33333333334,서울
현저동,106960.0,130000.0,100000.0,83166.66666666667,116500.0,122500.0,서울
홍은동,67039.58333333333,79800.0,76366.66666666667,64063.63636363636,79100.0,66331.25,서울
홍익동,51000.0,,,72000.0,85000.0,,서울
홍제동,77596.49122807017,70300.0,60176.5,73183.33333333333,81472.24137931035,85205.0,서울
홍파동,185125.0,190500.0,,194000.0,233000.0,223666.66666666666,서울
화곡동,70357.64705882352,62209.52380952381,59836.11111111111,77168.42105263157,60375.1724137931,79404.16666666667,서울
화양동,48266.666666666664,15933.333333333334,22078.260869565216,32238.46153846154,14383.75,16650.0,서울
황학동,91520.0,70025.0,55700.0,77618.18181818182,66414.61538461539,81842.85714285714,서울
회기동,51000.0,23550.0,21500.0,24575.0,32685.714285714286,63650.0,서울
회현동1가,125100.0,110000.0,,237000.0,,,서울
회현동2가,163000.0,,,,,,서울
효제동,26500.0,38933.333333333336,18000.0,16000.0,,30000.0,서울
효창동,104550.0,150500.0,,139000.0,142250.0,148625.0,서울
후암동,41000.0,,105000.0,,88750.0,184000.0,서울
휘경동,70476.66666666667,36966.666666666664,38900.0,41938.88888888889,60327.5,66906.66666666667,서울
흑석동,156169.44444444444,195750.0,165000.0,121730.0,150203.125,188842.1052631579,서울
흥인동,74166.66666666667,,,59133.333333333336,24000.0,20600.0,서울
